ID,time,DRUG_A_CENTRAL,DRUG_A_CARTRIDGE,DRUG_B_EXTRA,DRUG_B_CENTRAL,DRUG_B_CARTRIDGE,Vadd_A_Central,Vadd_B_Central,Vadd_B_Extra,C_DRUG_A_CENTRAL,C_DRUG_A_CARTRIDGE,C_DRUG_B_EXTRA,C_DRUG_B_CENTRAL,C_DRUG_B_CARTRIDGE,Ve,Vc,V3
1,416,205.54404982639463,51.42028942095723,0,82.21761993055806,20.56811576838282,0,-2.1701338248160608e-27,0,1.0277202491319732,1.0284057884191447,0,0.4110880996527903,0.41136231536765644,1,200,50
1,417,205.21547325685788,51.33809048444318,0,82.08618930274335,20.535236193777187,0,-2.2464974384144946e-27,0,1.0260773662842895,1.0267618096888635,0,0.41043094651371675,0.41070472387554374,1,200,50
1,418,204.88742193873017,51.25602294837344,0,81.95496877549228,20.502409179349282,0,-2.3248824113204597e-27,0,1.0244371096936509,1.0251204589674687,0,0.4097748438774614,0.41004818358698564,1,200,50
1,419,204.5598950322582,51.17408660266963,0,81.82395801290349,20.46963464106775,0,-2.4053273138214497e-27,0,1.022799475161291,1.0234817320533927,0,0.40911979006451743,0.409392692821355,1,200,50
1,420,204.23289169902537,51.09228123758781,0,81.69315667961037,20.43691249503501,0,-2.4878711860534356e-27,0,1.021164458495127,1.0218456247517562,0,0.40846578339805184,0.4087382499007002,1,200,50
1,421,203.90641110194983,51.010606643717914,0,81.56256444078016,20.404242657487035,0,-2.5725535407402398e-27,0,1.0195320555097491,1.0202121328743583,0,0.4078128222039008,0.4080848531497407,1,200,50
1,422,203.58045240528185,50.92906261198313,0,81.43218096211297,20.371625044793106,0,-2.6594143659329107e-27,0,1.0179022620264093,1.0185812522396624,0,0.40716090481056483,0.40743250089586214,1,200,50
1,423,203.25501477460153,50.84764893363934,0,81.30200590984086,20.33905957345558,0,-2.748494127749097e-27,0,1.0162750738730078,1.016952978672787,0,0.4065100295492043,0.40678119146911157,1,200,50
1,424,202.93009737681655,50.76636540027454,0,81.17203895072687,20.30654616010964,0,-2.839833773112422e-27,0,1.0146504868840827,1.0153273080054908,0,0.4058601947536344,0.4061309232021928,1,200,50
1,425,202.60569938015973,50.685211803808215,0,81.04227975206416,20.274084721523092,0,-2.9334747324918582e-27,0,1.0130284969007988,1.0137042360761643,0,0.4052113987603208,0.40548169443046184,1,200,50
1,426,202.28181995418663,50.60418793649079,0,80.91272798167493,20.2416751745961,0,-3.029458922641103e-27,0,1.011409099770933,1.0120837587298157,0,0.4045636399083747,0.404833503491922,1,200,50
1,427,201.95845826977336,50.523293590903,0,80.78338330790965,20.209317436360966,0,-3.1278287493379527e-27,0,1.0097922913488668,1.0104658718180601,0,0.4039169165395482,0.4041863487272193,1,200,50
1,428,201.63561349911407,50.44252855995536,0,80.65424539964594,20.177011423981885,0,-3.2286271101236745e-27,0,1.0081780674955703,1.0088505711991074,0,0.4032712269982297,0.40354022847963766,1,200,50
1,429,201.3132848157187,50.36189263688751,0,80.52531392628781,20.14475705475472,0,-3.331897397042385e-27,0,1.0065664240785934,1.0072378527377501,0,0.40262656963143906,0.4028951410950944,1,200,50
1,430,200.99147140043416,50.28138561677458,0,80.39658856017401,20.112554246709525,0,-3.4376834993804216e-27,0,1.0049573570021708,1.0056277123354915,0,0.40198294280087005,0.4022510849341905,1,200,50
1,431,200.67017244102638,50.20100729642255,0,80.2680689764109,20.08040291856871,0,-3.546029806405719e-27,0,1.003350862205132,1.004020145928451,0,0.4013403448820545,0.40160805837137414,1,200,50
1,432,200.34938710031034,50.12075746639561,0,80.13975484012448,20.04830298655793,0,-3.6569812101071835e-27,0,1.0017469355015516,1.002415149327912,0,0.4006987742006224,0.40096605973115856,1,200,50
1,433,200.0291145572298,50.04063592129277,0,80.01164582289226,20.016254368516787,0,-3.770583107934066e-27,0,1.000145572786149,1.0008127184258553,0,0.4000582291144613,0.40032508737033573,1,200,50
1,434,199.70935399203935,49.960642456040965,0,79.88374159681607,19.984256982416063,0,-3.886881405535336e-27,0,0.9985467699601968,0.9992128491208193,0,0.3994187079840803,0.39968513964832125,1,200,50
